파일명,실제구분,음성길이(초),길이구간,최종위험점수,AI음성확률,태도변화여부,감정변화상세(Arousal),최종판정
[SHANA]바로 이 목소리 사례5_F - 1of2.mp3,보이스피싱,30.1,20s~40s,1.29,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
[SHANA]3차-(6).5차례 신고된 남성 전화금융사기범 음성 4 - 4of4.mp3,보이스피싱,27.7,20s~40s,3.45,42.2%,N,변화 없음 (안정적 상태 유지),정상
[SHANA]3차-(14).4차례 신고된 남성 전화금융사기범 음성 6 - 3of4.mp3,보이스피싱,95.8,1m20s~,5.0,61.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]대포통장 공개 모집(여름 휴가철 보이스피싱_2).mp3,보이스피싱,166.0,1m20s~,5.0,58.6%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
[SHANA]3차-(11).4차례 신고된 남성 전화금융사기범 음성 3 - 4of4.mp3,보이스피싱,127.0,1m20s~,5.0,69.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),보이스피싱
[SHANA]3차-(4).5차례 신고된 남성 전화금융사기범 음성 2 - 1of5.mp3,보이스피싱,36.6,20s~40s,3.81,74.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.39),보이스피싱
[SHANA]3차-(15).4차례 신고된 남성 전화금융사기범 음성 7 - 1of4.mp3,보이스피싱,64.7,1m~1m20s,5.0,58.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),보이스피싱
[SHANA]3차-(7).5차례 신고된 여성 전화금융사기범 음성 1 - 2of5.mp3,보이스피싱,62.2,1m~1m20s,4.31,65.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]바로 이 목소리 사례3_F - 3of3.mp3,보이스피싱,63.9,1m~1m20s,4.34,64.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),보이스피싱
[SHANA]3차-(16).4차례 신고된 남성 전화금융사기범 음성 8 - 4of4.mp3,보이스피싱,130.1,1m20s~,5.0,76.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),보이스피싱
[SHANA]바로 이 목소리_4차례 신고된 남성 전화금융사기범 음성_2 - 1of4.mp3,보이스피싱,41.8,40s~60s,4.55,75.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),보이스피싱
[SHANA]3차-(5).5차례 신고된 남성 전화금융사기범 음성 3 - 3of4.mp3,보이스피싱,58.6,40s~60s,5.0,72.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),보이스피싱
